id,nombre,marca,imagen,precio_desde,precio_hasta
7501059273252,Cafe en Capsulas Expreso NesCafe Dolce Gusto 16 Un 96 Gr,NESCAFÉ,NULL,382.19,499.90
7501059273283,Cafe en Capsulas Chococino NesCafe Dolce Gusto 16 Un 270 Gr,NESCAFÉ,NULL,384.90,499.90
7506174500207,Barrita de Chocolate con Leche Relleno de Caramelo y Mani Snickers 52 Gr,SNICKERS,NULL,41.50,49.80
7613032396350,Cafe en Capsulas Cortado Expreso Macchiato NesCafe Dolce Gusto 159 Gr,NESCAFÉ,NULL,382.19,500.00
7613033174728,Cafe en Capsulas Au Lait NesCafe Dolce Gusto 16 Un 160 Gr,NESCAFÉ,NULL,382.19,443.00
7613034235374,Cafe Suave Doypack Dolca 170 Gr,NESCAFÉ,NULL,119.00,202.00
7613034235404,Cafe Instantaneo Torrado Dolca NesCafe 170 Gr,NESCAFÉ,NULL,119.00,206.99
7613034412904,Cereales Integrales con forma de Frutas Trix 230 Gr,TRIX,NULL,128.00,141.74
7613034449993,Cacao en Polvo Instantaneo Nesquik 360 Gr,NESQUIK,NULL,57.69,99.90
7613034450074,Cacao en Polvo Instantaneo Nesquik 180 Gr,NESQUIK,NULL,31.70,62.00
7613034453600,Cacao en Polvo Instantaneo Nesquik 800 Gr,NESQUIK,NULL,197.99,198.33
7613034497062,Pure de Papas Cremoso Instantaneo Maggi 125 Gr,MAGGI,NULL,45.10,60.00
7613034679215,Leche en Polvo Modificada La Lechera 800 Gr,LA LECHERA,NULL,179.00,266.58
7613035067837,Cafe Instantaneo Suave NesCafe Dolca 170 Gr,NESCAFÉ,NULL,139.99,263.90
7613035068377,Cafe Instantaneo Torrado NesCafe Dolca 100 Gr,NESCAFÉ,NULL,146.00,210.00
7613035068391,Cafe Instantaneo NesCafe Dolca 170 Gr,NESCAFÉ,NULL,165.19,263.90
7613035068414,Cafe Instantaneo Torrado Suave NesCafe Dolca 50 Gr,NESCAFÉ,NULL,74.00,96.99
7613035070981,Cafe Instantaneo Suave NesCafe Dolca 100 Gr,NESCAFÉ,NULL,123.00,180.99
7613035161566,Cafe Cortado Instantaneo NesCafe Dolca 125 Gr,NESCAFÉ,NULL,70.34,108.00
7613035161580,Cafe Mokaccino Instantaneo NesCafe Dolca 125 Gr,NESCAFÉ,NULL,56.00,108.00
7613035190467,Saborizador con Bolsa para Pollo al Limon Maggi 24 Gr,MAGGI,NULL,45.00,60.47
7613035191792,Saborizador Pollo de Hierba de Campo en Sobre Maggi 24 Gr,MAGGI,NULL,40.00,60.47
7613035375093,Leche en Polvo Instantanea Soluble Modificada Softpack Svelty 400 Gr,NESTLÉ,NULL,104.00,185.00
7613035504202,Saborizador para Carne Criolla Maggi 23 Gr,MAGGI,NULL,45.00,60.47
7622210649225,Galletitas Clasicas Surtidas Terrabusi Variedad 400 Gr,TERRABUSI,NULL,44.90,78.00
7622210649249,Galletitas Surtidas Chocolate Terrabusi Variedad 300 Gr,TERRABUSI,NULL,31.99,80.00
7622210649263,Galletitas Surtidas Terrabusi Variedad Dorada 300 Gr,TERRABUSI,NULL,49.90,69.00
7622210782373,Galletitas de Vainilla Milka 158 Gr,MILKA,NULL,39.99,55.00
7622300335076,Galletitas Habanitos Dulces Ban~adas Terrabusi 60 Gr,TERRABUSI,NULL,42.90,60.00
7622300398569,Galletitas Anillos Glaseados Originales Terrabusi 160 Gr,TERRABUSI,NULL,27.69,43.00
7622300724184,Fideos Foratti Terrabusi 500 Gr,TERRABUSI,NULL,34.39,39.49
7622300724245,Fideos Tirabuzones Terrabusi 500 Gr,TERRABUSI,NULL,34.39,38.99
7622300724283,Fideos Ave Maria Terrabusi 500 Gr,TERRABUSI,NULL,34.39,38.99
7622300724542,Fideos Spaghetti al Huevo Don Felipe 500 Gr,DON FELIPE,NULL,46.90,61.49
7622300739485,Flan para Preparar Chocolate Royal 80 Gr,ROYAL,NULL,30.90,34.90
7622300742584,Alfajor de Chocolate Terrabusi 6 Un 300 Gr,TERRABUSI,NULL,87.99,116.00
7622300742645,Galletitas Vainilla con Relleno de Limon Duquesa 115 Gr,DUQUESA,NULL,25.00,48.00
7622300742676,Galletitas Chocolate Lincoln 153 Gr,LINCOLN,NULL,22.00,32.90
7622300742713,Galletitas Sabor Coco Lincoln 162 Gr,LINCOLN,NULL,32.90,44.50
7622300800239,Chocolate Leche Milka 25 Gr,MILKA,NULL,34.32,38.90
7622300800260,Chocolate con Leche Leger Milka 45 Gr,MILKA,NULL,61.31,71.50
7622300800277,Chocolate con Almendras Milka Leger 45 Gr,MILKA,NULL,61.31,71.50
7622300800284,Chocolate Combinado Milka Leger 45 Gr,MILKA,NULL,61.50,71.50
7622300800291,Chocolate de Leche Milka 100 Gr,MILKA,NULL,81.59,112.00
7622300813833,Polvo para Preparar Postre Dulce de Leche Royal Manjares Light 40 Gr,ROYAL,NULL,31.90,35.90
7622300829087,Galletitas Vainilla Boca de Dama Terrabusi 160 Gr,TERRABUSI,NULL,29.49,33.90
7622300829520,Galletitas Surtidas Terrabusi Variedad 600 Gr,TERRABUSI,NULL,68.90,87.90
7622300829544,Galletitas Surtidas Terrabusi Variedad Dorada 300 Gr,TERRABUSI,NULL,49.90,67.50
7622300829568,Galletitas Surtidas Chocolate Terrabusi Variedad 300 Gr,TERRABUSI,NULL,49.90,67.50
7622300829629,Galletitas Leche Terrabusi Manon 178 Gr,MANÓN,NULL,27.74,48.00
7622300829643,Galletitas Vainilla Lincoln Angry Birds 153 Gr,LINCOLN,NULL,25.00,54.00
7622300829728,Galletitas Chocolate con Relleno de Limon Melba 120 Gr,MELBA,NULL,25.00,48.00
7622300836610,Galletitas Pepitos Mini 50 Gr,PEPITOS,NULL,16.99,23.90
7622300840259,Galletitas Clasicas Cerealitas 200 Gr,CEREALITAS,NULL,30.00,64.00
7622300840525,Galletitas con Salvado Cerealitas 202 Gr,CEREALITAS,NULL,37.19,51.50
7622300841461,Galletitas Chocolate con Relleno de Vainilla Oreo Mini 50 Gr,OREO,NULL,20.99,32.00
7622300844943,Chocolate con Leche Milka 67 Gr,MILKA,NULL,49.00,81.50
7622300847210,Galletitas Clasicas Express 108 Gr,EXPRESS,NULL,14.50,32.00
7622300847234,Galletitas Clasicas Express Pack 3 Un 324 Gr,EXPRESS,NULL,48.79,65.90
7622300847265,Galletitas Clasicas Express Pack 5 Un 540 Gr,EXPRESS,NULL,58.90,104.00
7622300847364,Galletitas Light Express Pack 3 Un 330 Gr,EXPRESS,NULL,60.90,77.00
7622300848934,Galletitas Chocolate con Relleno de Vainilla Oreo Mini 150 Gr,OREO,NULL,59.10,73.00
7622300856137,Galletitas Ban~adas en Chocolate Oreo 204 Gr,OREO,NULL,55.00,189.00
7622300856151,Galletitas con Cacao Relleno Vainilla + Cobertura Chocolate Blanco Oreo 204 Gr,OREO,NULL,55.00,189.00
7622300864934,Galletitas Chocolate con Relleno de Vainilla Oreo 117 Gr,OREO,NULL,24.90,60.00
7622300864958,Galletitas Chocolate con Relleno de Vainilla Oreo 351 Gr,OREO,NULL,91.89,116.00
7622300865535,Gelatina Frutilla Royal 40 Gr,ROYAL,NULL,22.40,32.90
7622300865573,Gelatina Naranja Royal 40 Gr,ROYAL,NULL,26.99,28.00
7622300865580,Polvo para Preparar Gelatina Frutilla Royal Light 25 Gr,ROYAL,NULL,27.59,39.60
7622300865610,Polvo para Preparar Gelatina Frutos Rojos Royal Light 25 Gr,ROYAL,NULL,29.19,37.90
7622300865658,Gelatina sin Sabor Royal 14 Gr,ROYAL,NULL,22.89,27.00
7622300869878,Galletitas Chocolate con Relleno de Vainilla Oreo Golden 117 Gr,OREO,NULL,24.90,42.90
7622300869892,Galletitas Vainilla Relleno Vainilla Oreo Golden Pack 3 Un 351 Gr,OREO,NULL,84.90,119.00
7622300869915,Galletitas Chocolate con Relleno de Chocolate Oreo 117 Gr,OREO,NULL,24.90,42.90
7622300871499,Flan para Preparar Chocolate Royal 60 Gr,ROYAL,NULL,25.99,34.90
7622300871550,Flan para Preparar Vainilla Royal 60 Gr,ROYAL,NULL,19.19,25.90
7622300871611,Polvo para Mousse Chocolate Royal 65 Gr,ROYAL,NULL,43.99,51.50
7622300871888,Postre Vainilla Royal 75 Gr,ROYAL,NULL,21.99,30.90
7622300872038,Polvo para Preparar Postre Chocolate Royal Light 50 Gr,ROYAL,NULL,30.44,36.90
7622300872786,Galletitas Granola Cerealitas 231 Gr,CEREALITAS,NULL,46.00,75.00
7622300990114,Chocolate Milka 150 Gr,MILKA,NULL,154.99,189.00
7790040001855,Galletitas Sabor Miel Melitas 170 Gr,MELITAS,NULL,33.90,45.00
7790040003569,Galletitas Saladas Tipo Snacks Rex 75 Gr,REX,NULL,28.65,39.00
7790040003606,Galletitas Kesitas 75 Gr,KESITAS,NULL,28.65,45.00
7790040008175,Galletitas Obleas Clasicas Opera 220 Gr,OPERA,NULL,55.64,69.90
7790040102989,Galletitas Vainilla con Relleno de Chocolate Formis Pack 3 Un 324 Gr,FORMIS,NULL,33.50,81.50
7790040109902,Galletitas Barbacoa Saladix 150 Gr,SALADIX,NULL,48.71,64.50
7790040110748,Galletitas Arcor Rocklets 118 Gr,ARCOR,NULL,35.58,43.99
7790040111004,Galletitas Sabor Chocolate Chocolinas 250 Gr,CHOCOLINAS,NULL,34.39,51.90
7790040173200,Snacks Sabor Queso Kesitas 125 Gr,KESITAS,NULL,50.99,62.00
7790040174801,Galletitas Sabor Chocolate con Relleno de Vainilla Macucas 123 Gr,MACUCAS,NULL,10.37,41.50
7790040177307,Galletitas Sabor Vainilla Fortificada Vocacion 170 Gr,VOCACIÓN,NULL,22.00,39.00
7790040177505,Galletitas Vainilla Clasicas Vocacion Pack 3 Un 465 Gr,VOCACIÓN,NULL,32.99,71.50
7790040178007,Galletitas Sabor Vainilla Acarameladas Vocacion Pack 3 Un 450 Gr,VOCACIÓN,NULL,33.50,71.50
7790040258013,Barra de Cereales Rellena con Manzana Cereal Mix 32 Gr,CEREAL MIX,NULL,19.60,36.00
7790040258211,Barra de Cereal Rellena con Frutilla Cereal Mix 26 Gr,CEREAL MIX,NULL,19.60,33.90
7790040258402,Galletitas Dulces Sabor Vainilla con Leche y Chocolate Cindor 120 Gr,CINDOR,NULL,33.38,48.00
7790040314207,Galletitas Sabor Vainilla con Relleno de Frutilla Lia 80 Gr,LIA,NULL,6.99,12.90
7790040333901,Galletitas Clasicas Mediatarde 110 Gr,MEDIA TARDE,NULL,8.69,11.01
7790040374607,Snacks Jamon y Queso Saladix 80 Gr,SALADIX,NULL,35.69,47.50
7790040377905,Galletitas Crackers Criollitas Pack 5 Un 100 Gr,CRIOLLITAS,NULL,46.50,83.00
7790040378506,Barra de Cereales Tradicional Cereal Mix 6 Un 138 Gr,CEREAL MIX,NULL,88.90,149.00
7790040385702,Bizcochos Recetas de La Abuela Azucarados Arcor 200 Gr,ARCOR,NULL,22.35,32.00
7790040439009,Galletitas Vainilla con Relleno de Frutilla Mana 165 Gr,MANÁ,NULL,29.18,43.00
7790040439108,Galletitas Sabor Limon Arcor Mana 165 Gr,MANÁ,NULL,29.18,36.70
7790040439306,Galletitas Chocolate con Relleno de Vainilla Mana 165 Gr,MANÁ,NULL,29.18,46.00
7790040455306,Barra de Cereales Light con Yogur Frutilla Cereal Mix 168 Gr,CEREAL MIX,NULL,88.90,140.00
7790040455719,Barra de Cereales con Yogur Frutilla Cereal Mix 168 Gr,CEREAL MIX,NULL,88.90,145.00
7790040534308,Galletitas Chocolate con Relleno de Dulce de Leche Formis 72 Gr,FORMIS,NULL,15.99,30.00
7790040534407,Galletitas Vainilla con Relleno de Chocolate Sonrisas 72 Gr,FORMIS,NULL,12.50,24.99
7790040534506,Galletitas Chocolate Formis Bots 108 Gr,FORMIS,NULL,23.61,35.00
7790040534803,Galletitas Vainilla con Relleno de Chocolate Formis 108 Gr,ARCOR,NULL,25.67,35.00
7790040535602,Galletitas Vainilla Azucaradas Arcor 80 Gr,ARCOR,NULL,10.91,15.99
7790040536005,Galletitas Coco Azucaradas Arcor 80 Gr,ARCOR,NULL,10.91,17.40
7790040551602,Galletitas con Relleno Black Formis 108 Gr,FORMIS,NULL,26.90,29.90
7790040567009,Galletitas con Mix de Cereal Hogaren~as Arcor Pack 3 Un 528 Gr,ARCOR,NULL,82.90,110.00
7790040569706,Galletitas 7 Semillas Arcor Hogaren~as 181 Gr,HOGAREÑAS,NULL,25.49,45.00
7790040614000,Alfajores Triple Bon o Bon 60 Gr,BON O BON,NULL,28.76,42.90
7790040656109,Galletitas Vainilla con Relleno de Frambuesa Sonrisas Picaras 84 Gr,SONRISAS,NULL,21.90,42.00
7790040667204,Galletitas Avena y Pasas Cereal Mix 230 Gr,CEREAL MIX,NULL,52.49,70.00
7790040667303,Galletitas con Semillas y Chips Cereal Mix 230 Gr,CEREAL MIX,NULL,52.49,70.00
7790040669109,Galletitas con Salvado Arcor Hogaren~as 200 Gr,HOGAREÑAS,NULL,26.99,45.00
7790040677005,Galletitas Chocolate Tortitas 125 Gr,TORTITAS,NULL,28.19,32.50
7790040711105,Galletitas Surtido Diversion 400 Gr,ARCOR,NULL,36.89,70.00
7790040713703,Galletitas con Avena y Pasas de Uva Cereal Mix 180 Gr,CEREAL MIX,NULL,39.68,51.50
7790040719804,Galletitas Original Rex 125 Gr,REX,NULL,51.02,62.00
7790040720107,Galletitas Sabor Vainilla Livianas Mana 145 Gr,MANÁ,NULL,27.50,40.00
7790040720206,Galletitas Vainilla con Leche Liviana Mana 145 Gr,MANÁ,NULL,27.50,30.90
7790040720503,Galletitas Coco Arcor Mana 145 Gr,MANÁ,NULL,27.50,30.90
7790040720800,Galletitas Vainilla Mana Pack 3 Un 393 Gr,MANÁ,NULL,50.39,75.90
7790040756809,Galletitas con Chips de Chocolate Choco Chips 135 Gr,CHOCO CHIPS,NULL,25.89,30.99
7790040872202,Galletitas Sandwich Traviata Pack 3 Un 303 Gr,TRAVIATA,NULL,36.90,67.00
7790040872400,Galletitas Sandwich Traviata Pack 5 Un 505 Gr,TRAVIATA,NULL,56.90,86.90
7790040887602,Galletitas Sandwich Mediatarde Pack 3 321 Gr,MEDIA TARDE,NULL,35.70,64.00
7790040887909,Galletitas Sandwich Mediatarde Pack 5 Un 535 Gr,MEDIA TARDE,NULL,37.50,92.00
7790040929807,Galletitas Coco Coquitas 170 Gr,COQUITAS,NULL,31.90,38.80
7790040929906,Galletitas Chocolate Chocolinas 170 Gr,CHOCOLINAS,NULL,26.20,54.00
7790040930100,Galletitas Vainilla con Relleno de Limon Mellizas Pack 3 Un 336 Gr,MELLIZAS,NULL,75.89,82.90
7790040930209,Galletitas Sabor Vainilla con Relleno de Limon Mellizas 112 Gr,MELLIZAS,NULL,27.29,40.00
7790040930308,Galletitas Vainilla Relleno de Almendra Amor Bagley Pack 3 Un 336 Gr,AMOR,NULL,74.50,82.90
7790040930506,Galletitas Chocolate con Relleno de Vainilla Bagley Rumba 112 Gr,RUMBA,NULL,26.45,41.00
7790040931305,Galletitas Frambuesa Sonrisas 354 Gr,SONRISAS,NULL,54.99,82.90
7790040932005,Galletitas Obleas Opera 220 Gr,OPERA,NULL,62.31,69.90
7790040932609,Galletitas de Vainilla Sabor Frutilla Merengadas Pack 3 Un 279 Gr,MERENGADAS,NULL,74.50,84.00
7790040932708,Galletitas de Vainilla Sabor Frutilla Merengadas 93 Gr,MERENGADAS,NULL,23.90,40.00
7790040946101,Galletitas Crackers Mas Grande Criollitas 169 Gr,CRIOLLITAS,NULL,29.18,40.00
7790040991606,Tostadas Originales Criollitas 200 Gr,CRIOLLITAS,NULL,51.96,65.00
7790040994904,Galletitas Vainilla con Caramelo de Vainilla Porten~itas 130 Gr,PORTEÑITAS,NULL,23.90,27.50
7790040996304,Alfajor Negro B & N 50 Gr,BAGLEY,NULL,24.90,29.60
7790040999404,Galletitas con Salvado Fibro Active Bagley 214 Gr,BAGLEY,NULL,25.15,25.99
7790040999503,Galletitas con Salvado Fibro Active Bagley 642 Gr,BAGLEY,NULL,62.90,87.90
7790045000181,Galletitas con Salvado Naturalmente Granix Pack 3 Un 810 Gr,GRANIX,NULL,113.91,129.00
7790045000587,Galletitas Avena Almendras y Coco Granix 145 Gr,GRANIX,NULL,42.90,57.50
7790045001188,Galletitas con Avena y Pasas Frutigran Granix 250 Gr,GRANIX,NULL,45.90,59.00
7790045001195,Galletitas Salvado Frutigran Granix 250 Gr,GRANIX,NULL,44.09,51.50
7790045001201,Galletitas con Salvado Frutigran Granix 500 Gr,GRANIX,NULL,75.99,87.90
7790045001379,Galletitas Sandwich Naturalmente Granix Pack 3 Un 600 Gr,GRANIX,NULL,73.50,105.00
7790045001591,Copos de Maiz Naturales Granix 400 Gr,GRANIX,NULL,60.36,79.00
7790045823100,Galletitas con Sesamo Naturalmente Granix 185 Gr,GRANIX,NULL,36.99,42.90
7790045823445,Galletitas con Semillas de Trigo Partido Naturalmente Granix 185 Gr,GRANIX,NULL,31.38,41.00
7790045823452,Galletitas Tropical Frutigran Granix 250 Gr,GRANIX,NULL,42.90,62.00
7790045823889,Galletitas con Semillas de Lino Naturalmente Granix 185 Gr,GRANIX,NULL,36.99,42.90
7790045824893,Galletitas con Avena Soja y Chips de Chocolate Frutigran Granix 255 Gr,FRUTIGRAN,NULL,44.90,62.00
7790045825395,Galletitas con Chia y Amaranto Naturalmente Granix 240 Gr,GRANIX,NULL,44.90,61.50
7790045825401,Galletitas Vainilla con Sesamo Amaranto y Girasol Granix 260 Gr,GRANIX,NULL,44.90,61.50
7790060007967,Choclo Desgranado Granja Del Sol 300 Gr,GRANJA DEL SOL,NULL,60.00,93.99
7790060008889,Aceite de Oliva Puro Comestible Cocinero 1 Lt,COCINERO,NULL,200.50,479.00
7790060009329,Aceite de Oliva Comestible Cocinero 500 Ml,COCINERO,NULL,197.99,259.00
7790060023684,Aceite de Girasol Cocinero 1.5 Lt,COCINERO,NULL,79.89,98.50
7790060054954,Yerba Mate con Palo Chamigo 1 Kg,CHAMIGO,NULL,69.99,96.55
7790070012050,Aceite de Girasol Cocinero 900 Ml,COCINERO,NULL,25.90,65.00
7790070226372,Aceite de Oliva Extra Virgen Cocinero 1 Lt,COCINERO,NULL,139.80,466.00
7790070228048,Aderezo para Ensaladas Reducido en Sodio Cocinero Light 500 Ml,COCINERO,NULL,33.89,63.00
7790070228680,Aceite de Oliva Cocinero Fritolim 120 Gr,COCINERO,NULL,93.96,145.00
7790070317469,Lucchettinis Espinaca y Queso Lucchetti 500 Gr,LUCCHETTI,NULL,106.99,118.00
7790070317476,Lasagna Matarazzo 500 Gr,MATARAZZO,NULL,127.52,152.00
7790070317483,Lasagna Matarazzo 250 Gr,MATARAZZO,NULL,64.35,78.00
7790070317674,Fideos Tallarines Fortificados Favorita 500 Gr,FAVORITA,NULL,28.49,28.49
7790070317735,Fideos Coditos Rayados Favorita 500 Gr,FAVORITA,NULL,25.99,28.49
7790070318060,Fideos Tirabuzones con 3 Vegetales Matarazzo 500 Gr,MATARAZZO,NULL,53.99,60.00
7790070318077,Fideos Mostacholes 3 Vegetales Matarazzo 500 Gr,MATARAZZO,NULL,56.27,60.00
7790070318114,Fideos Tallarin Don Vicente 500 Gr,DON VICENTE,NULL,57.00,76.49
7790070318121,Fideos Cinta Fetuccini Don Vicente 500 Gr,DON VICENTE,NULL,57.00,76.49
7790070318138,Fideos Cinta Caserito Don Vicente 500 Gr,DON VICENTE,NULL,57.00,76.49
7790070318176,Fideos Tirabuzones Don Vicente 500 Gr,DON VICENTE,NULL,57.00,76.49
7790070318282,Fideos Spaghetti Lucchetti 500 Gr,LUCCHETTI,NULL,24.49,44.49
7790070318299,Fideos Tallarin Lucchetti 500 Gr,LUCCHETTI,NULL,24.49,44.49
7790070318305,Fideos Bucattini Lucchetti 500 Gr,LUCCHETTI,NULL,33.90,47.49
7790070318329,Fideos Tirabuzones Lucchetti 500 Gr,LUCCHETTI,NULL,30.00,44.49
7790070318336,Fideos Mostacholes Lucchetti 500 Gr,LUCCHETTI,NULL,30.00,44.49
7790070318374,Fideos Ave Maria Lucchetti 500 Gr,LUCCHETTI,NULL,30.00,57.50
7790070318381,Fideos Letritas Lucchetti 500 Gr,LUCCHETTI,NULL,41.49,46.00
7790070318398,Fideos Dedalitos Lucchetti 500 Gr,LUCCHETTI,NULL,30.00,51.50
7790070318596,Fideos Mostacholes Rayado Matarazzo 500 Gr,MATARAZZO,NULL,39.90,61.50
7790070318602,Fideos Tirabuzones Matarazzo 500 Gr,MATARAZZO,NULL,39.90,61.50
7790070318619,Fideos Coditos Rayados Matarazzo 500 Gr,MATARAZZO,NULL,39.90,61.50
7790070318633,Fideos Penne Rigate Matarazzo 500 Gr,MATARAZZO,NULL,45.49,69.99
7790070318640,Fideos Spaghetti Matarazzo 500 Gr,MATARAZZO,NULL,36.89,61.50
7790070318657,Fideos Tallarines Matarazzo 500 Gr,MATARAZZO,NULL,39.90,61.50
7790070318671,Fideos Nido Fettuccine Matarazzo 500 Gr,MATARAZZO,NULL,45.90,70.49
7790070318749,Fideos Spaghetti con Morron Matarazzo 500 Gr,MATARAZZO,NULL,53.99,60.00
7790070318756,Fideos Spaghetti con Espinaca Matarazzo 500 Gr,MATARAZZO,NULL,39.90,60.00
7790070318886,Vitina Clasica Lucchetti 250 Gr,VITINA,NULL,40.49,45.00
7790070320001,Fideos Cabellos de Angel Matarazzo 500 Gr,MATARAZZO,NULL,45.90,70.49
7790070320032,Fideos Municiones Matarazzo 500 Gr,MATARAZZO,NULL,45.49,69.99
7790070320292,Fideos Tallarines Fortificados Favorita 500 Gr,FAVORITA,NULL,28.49,32.00
7790070320308,Fideos Tirabuzones Fortificados Favorita 500 Gr,FAVORITA,NULL,28.49,32.00
7790070320322,Fideos Coditos Rayados Fortificados Favorita 500 Gr,FAVORITA,NULL,25.99,28.99
7790070321978,Mostachol Regio 500 Gr,REGIO,NULL,17.69,21.58
7790070410139,Polvo Bizcochuelo Vainilla Exquisita 540 Gr,EXQUISITA,NULL,66.41,83.00
7790070410146,Polvo Bizcochuelo Chocolate Exquisita 540 gr,EXQUISITA,NULL,80.42,97.00
7790070410603,Arroz Largo Fino en Bolsa Lucchetti 1 Kg,LUCCHETTI,NULL,32.90,45.99
7790070410610,Arroz Largo Fino 0000 Lucchetti 500 Gr,LUCCHETTI,NULL,20.00,25.29
7790070410627,Polvo para Preparar Brownies Chocolate Exquisita 425 Gr,EXQUISITA,NULL,85.04,104.00
7790070410719,Gelatina Sabor Frutilla Light Vitaminas y Zinc Exquisita 25 Gr,EXQUISITA,NULL,29.50,42.00
7790070410726,Gelatina Cereza Light Vitaminas y Zinc Exquisita 30 Gr,EXQUISITA,NULL,29.50,42.00
7790070410917,Gelatina Durazno Light Vitaminas y Zinc Exquisita 30 Gr,EXQUISITA,NULL,29.60,42.00
7790070411181,Postre Chocolate en Polvo Exquisita Placeres Light 65 Gr,EXQUISITA,NULL,27.60,34.10
7790070411198,Postre Dulce de Leche en Polvo Exquisita Placeres Light 60 Gr,EXQUISITA,NULL,27.60,34.00
7790070411334,Bizcocho de Arroz Dulce Gallo 50 Gr,GALLO,NULL,26.99,34.20
7790070411341,Bizcocho de Arroz Salado Gallo 50 Gr,GALLO,NULL,17.50,31.99
7790070411358,Bizcocho de Arroz Dulce Crocante Gallo Snacks 100 Gr,GALLO SNACKS,NULL,31.90,55.00
7790070411365,Bizcocho de Arroz Salado Gallo 100 Gr,GALLO,NULL,31.90,58.00
7790070411679,Helado para Preparar Vainilla Exquisita 52 Gr,EXQUISITA,NULL,29.18,39.00
7790070411686,Helado Chocolate con Vitaminas Exquisita 55 Gr,EXQUISITA,NULL,29.18,35.00
7790070411693,Helado Frutilla con Vitaminas Exquisita 52 Gr,EXQUISITA,NULL,29.18,39.00
7790070411716,Arroz Gallo Oro 1 Kg,GALLO,NULL,52.90,83.90
7790070411723,Arroz Doble Carolina Gallo 1 Kg,GALLO,NULL,105.99,116.00
7790070411754,Risotto 4 Quesos Gallo 200 Gr,GALLO,NULL,87.99,97.00
7790070411778,Risotto a la Espan~ola Gallo 200 Gr,GALLO,NULL,87.99,97.00
7790070411792,Arroz Carnaroli Gallo 500 Gr,GALLO,NULL,83.99,94.00
7790070411815,Arroz Parbolizado Lucchetti 1 Kg,LUCCHETTI,NULL,55.99,59.99
7790070411822,Arroz Parbolizado Lucchetti 500 Gr,LUCCHETTI,NULL,30.99,35.10
7790070411839,Arroz Parbolizado Gallo 500 Gr,GALLO,NULL,40.52,46.00
7790070411877,Arroz Largo Fino 00000 Gallo 500 Gr,GALLO,NULL,32.55,39.90
7790070412355,Flan para Preparar Dulce de Leche Fortificado Exquisita 60 Gr,EXQUISITA,NULL,25.19,34.00
7790070412362,Polvo para Bizcochuelo Naranja Exquisita 540 Gr,EXQUISITA,NULL,66.41,83.00
7790070412379,Polvo para Preparar Bizcochuelo Limon Exquisita 540 Gr,EXQUISITA,NULL,66.41,83.00
